Salary,Designation,JobCity,Gender,10percentage,10board,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,12GradAge,GradAge,Period
95000,business systems consultant,Chennai,m,78.8,matriculation,76.5,state,2,B.Tech/B.E.,EC,75.9,Tamil Nadu,395,425,370,0.423951396376433,-1,-1,346,-1,388,-1,-1,-0.3027,0.7119,0.01,-0.7415,-1.6273,22,22,1
325000,systems engineer,Mysore,m,68.14,icse,65.8,state,2,B.Tech/B.E.,EC,75.6,Madhya Pradesh,560,460,405,0.881620069530177,285,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.9322,-0.4879,-1.244,21,21,8
205000,associate software engineer,-1,m,74.0,cbse,69.0,cbse,2,B.Tech/B.E.,CS,72.0,Haryana,545,565,415,0.486747008438193,395,-1,376,-1,-1,-1,-1,-0.159,0.3789,0.7785,-1.5021,-0.2859,22,22,9
160000,assistant professor,Hyderabad,m,87.0,board of secondary education,92.0,state,2,B.Tech/B.E.,EL,63.96,Telangana,445,605,525,0.298769128563994,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,18,18,3
325000,system administrator,Kolkata,m,92.2,icse,75.6,cbse,2,B.Tech/B.E.,CS,81.5,West Bengal,685,565,645,0.953899775079926,595,-1,530,-1,-1,-1,-1,1.4208,1.2114,0.3174,-1.5021,0.2889,21,21,9
385000,software test engineer,Jaipur,m,76.0,cbse,66.0,cbse,1,B.Tech/B.E.,CS,67.0,Delhi,675,595,625,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.0537,-0.5253,-0.1295,19,19,2
400000,software developer,Chennai,m,68.0,cbse,65.0,cbse,2,B.Tech/B.E.,ME,61.5,Uttarakhand,525,545,405,0.206710618336758,-1,-1,-1,313,-1,-1,-1,-1.6538,0.1888,0.0914,1.4724,1.1343,19,19,11
715000,senior engineer,-1,m,70.0,icse,73.8,icse,2,B.Tech/B.E.,CS,70.13,Uttar Pradesh,825,505,485,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024,19,19,11
180000,java developer,Chennai,m,84.0,state board,87.83,state,2,B.Tech/B.E.,CS,81.0,Tamil Nadu,405,420,475,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.8772,-1.1196,1.0859,-0.8682,-0.4776,22,22,9
500000,business development manager,New Delhi,m,84.0,cbse,78.0,cbse,2,B.Tech/B.E.,EC,60.0,Uttar Pradesh,730,450,530,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.0154,0.7119,1.7007,-0.995,-1.244,21,21,10
240000,engineer,Jabalpur,m,65.0,state board,54.0,state,2,B.Tech/B.E.,EC,67.0,Madhya Pradesh,380,425,445,0.338786347219528,-1,292,-1,-1,-1,-1,-1,0.4285,-0.8865,-0.6355,-0.8682,-0.4137,18,18,1
300000,junior research fellow,Jabalpur,m,93.5,icse,84.5,cbse,1,B.Tech/B.E.,ME,66.0,Madhya Pradesh,730,655,780,0.971663490820888,-1,-1,-1,553,-1,-1,-1,-1.308,0.3789,-0.1437,-0.7415,0.0973,21,21,1
200000,process engineer,Bangalore,f,82.83,cbse,75.16,cbse,2,B.Tech/B.E.,EC,75.72,Karnataka,405,435,345,0.824666400671332,355,400,-1,-1,-1,-1,-1,-1.4992,-0.5523,-1.5776,1.3549,-0.9194,20,20,2
230000,technical support engineer,Noida,m,74.4,cbse,69.9,cbse,2,B.Tech/B.E.,CS,63.0,Uttar Pradesh,495,585,545,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.0464,1.1248,0.672,0.2973,0.3444,18,18,1
170000,data analyst,hyderabad,m,86.8,state board,88.4,state,2,B.Tech/B.E.,EC,75.2,Telangana,440,545,605,0.622642915849938,375,-1,-1,-1,-1,-1,-1,0.5591,-0.1206,1.0859,-0.8682,0.0973,22,22,0
230000,operations assistant,-1,m,81.66,state board,58.55,state,2,B.Tech/B.E.,CS,55.9,Karnataka,630,680,560,0.486747008438193,465,-1,376,-1,-1,-1,-1,0.99,0.8784,1.0859,-0.7415,1.0554,21,21,1
300000,software engineer,pune,m,90.15,state board,83.33,state,2,B.Tech/B.E.,CE,81.0,Maharashtra,395,510,415,0.536782666535172,-1,-1,-1,-1,-1,-1,356,-0.5899,-1.2861,-0.4511,0.653,-0.8608,22,22,8
120000,software developer,kolkata,m,68.0,cbse,64.8,cbse,2,B.Tech/B.E.,CS,74.0,West Bengal,525,580,595,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,-0.1437,1.1601,-0.6692,19,19,0
180000,web developer,Noida,f,55.6,up board,68.0,cbse,2,B.Tech/B.E.,CS,67.84,Uttar Pradesh,455,385,355,0.190153405601018,315,-1,-1,-1,-1,-1,-1,0.8192,0.3448,0.5269,0.6498,0.6603,21,21,2
325000,software developer,New Delhi,m,61.0,cbse,61.0,cbse,2,B.Tech/B.E.,CS,72.0,Haryana,360,460,355,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.7335,-0.6201,-1.0659,1.0333,-1.8189,17,17,2
240000,web developer,Lucknow,m,80.0,cbse,74.0,cbse,2,B.Tech/B.E.,CS,58.0,Uttar Pradesh,525,590,560,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-1.5021,0.2889,20,20,10
380000,software developer,NOIDA,m,82.8,icse,75.0,icse,2,B.Tech/B.E.,CS,79.0,Uttar Pradesh,545,665,635,0.979521744319216,625,-1,-1,-1,-1,-1,-1,0.6646,-0.4353,0.2366,-0.6428,-0.4455,18,18,4
180000,maintenance engineer,Unnao,m,78.6,cbse,82.6,cbse,2,B.Tech/B.E.,ME,70.0,Punjab,590,555,385,0.125690182237981,-1,-1,407,284,-1,-1,-1,-0.8772,-0.6201,0.3174,-0.2344,1.4386,23,23,9
145000,technical recruiter,Noida,m,82.8,state board,69.2,state,2,B.Tech/B.E.,CS,75.9,Uttarakhand,405,580,605,0.356536487724475,465,-1,346,-1,-1,-1,-1,-0.4463,-0.1206,0.4711,0.2727,-0.2859,23,23,1
300000,software developer,New Delhi,f,80.0,cbse,78.0,cbse,2,B.Tech/B.E.,CS,80.35,Haryana,500,505,565,0.622642915849938,495,-1,407,-1,-1,-1,-1,0.1282,0.7119,0.4711,-1.3753,-0.2859,22,22,1
240000,software engineer,Hyderabad,m,91.0,state board,91.0,state,2,B.Tech/B.E.,CS,80.6,Telangana,475,520,765,0.486747008438193,525,-1,376,-1,-1,-1,-1,0.7027,1.0449,1.0859,1.1601,0.6721,21,21,2
240000,operations analyst,Gurgaon,f,72.2,cbse,63.0,cbse,2,B.Tech/B.E.,EL,71.1,Uttar Pradesh,570,415,515,0.163630926631106,-1,-1,-1,-1,313,-1,-1,0.2718,1.3779,1.7007,-1.7556,-0.0943,21,21,10
335000,programmer analyst,Kolkata,m,80.0,west bengal board of secondary education,81.0,state,2,B.Tech/B.E.,CS,77.8,West Bengal,435,565,635,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.3014,0.8128,-0.9245,-1.05407,0.5024,18,18,10
170000,customer service representative,Kolkata,m,79.5,state board,63.2,state,2,B.Tech/B.E.,EC,63.3,Orissa,615,425,440,0.493596387301038,405,324,-1,-1,-1,452,-1,-0.3027,1.0449,1.3933,0.1459,0.8637,22,22,9
215000,software developer,New Delhi,m,44.16,state board,62.0,state,2,MCA,CS,71.6,Uttar Pradesh,500,510,415,0.974396112538398,615,-1,-1,-1,-1,-1,-1,0.2718,0.8784,0.01,-0.1076,0.4805,19,19,0
350000,assistant system engineer,Bhubaneswar,f,94.4,cbse,86.8,cbse,2,B.Tech/B.E.,EL,90.3,Orissa,640,495,620,0.991386932781466,-1,-1,-1,-1,633,-1,-1,-0.4463,0.2124,-1.0659,-0.3612,-0.2859,21,21,10
240000,system engineer,KOLKATA,m,82.0,state board,83.0,state,2,B.Tech/B.E.,CS,81.0,West Bengal,605,495,520,0.622642915849938,-1,-1,-1,-1,-1,-1,-1,-2.8879,-2.4516,0.01,-0.2344,-1.0524,21,21,10
360000,quality assurance test engineer,Faridabad,m,64.4,"jharkhand secondary examination board,ranchi",69.0,state,2,B.Tech/B.E.,EC,65.7,Rajasthan,465,545,385,0.960603251997053,305,466,-1,-1,-1,260,-1,-1.3447,0.9688,-0.4891,2.0599,0.9763,18,18,12
200000,.net developer,Bangalore,m,85.4,cbse,88.7,cbse,2,B.Tech/B.E.,EC,62.0,Andhra Pradesh,455,425,545,0.538386892985096,-1,333,-1,-1,-1,286,-1,0.7419,1.9048,-0.0537,0.0035,-0.2875,21,21,10
200000,web developer,Noida,m,72.0,u p board,72.0,state,2,MCA,CS,70.0,Uttar Pradesh,350,375,310,0.622642915849938,335,-1,407,-1,-1,-1,-1,-1.0208,0.2124,1.547,2.0475,1.0554,21,21,0
400000,network engineer,Bangalore,f,73.6,cbse,62.66,cbse,2,B.Tech/B.E.,CS,72.22,Karnataka,415,385,365,0.793580614548506,495,-1,-1,-1,-1,-1,-1,1.4374,0.9688,0.3817,0.8848,-0.0506,20,20,2
335000,programmer analyst,Chennai,m,66.0,state board,61.0,state,2,B.Tech/B.E.,CS,72.04,Uttar Pradesh,640,500,545,0.953899775079926,464,-1,530,-1,-1,-1,-1,0.5591,1.0449,-0.1437,-0.6147,-0.8608,19,19,9
820000,electrical engineer,-1,m,82.4,cbse,76.0,cbse,2,B.Tech/B.E.,EC,82.0,Haryana,585,665,715,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.3014,1.1248,-0.0537,-1.3184,0.3444,21,21,11
100000,production engineer,Indore,m,85.17,cbse,76.6,cbse,2,B.Tech/B.E.,ME,70.04,Tamil Nadu,710,570,680,0.829584599793067,305,-1,-1,469,-1,-1,-1,-0.3027,0.2124,0.6248,0.2727,-1.4356,21,21,9
190000,java developer,Gurgaon,m,68.14,state board,61.7,state,2,B.Tech/B.E.,CS,70.4,Rajasthan,520,575,485,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,0.2124,0.4711,0.1459,0.6721,22,22,0
225000,linux systems administrator,Chennai,m,89.0,cbse,96.7,cbse,2,B.Tech/B.E.,EC,92.0,Tamil Nadu,525,475,375,0.0587928000083534,365,200,-1,-1,-1,393,-1,-0.6491,-0.4353,0.672,1.85433,-0.1295,21,21,2
330000,network engineer,Gurgaon,m,74.0,cbse,85.0,cbse,2,B.Tech/B.E.,EC,65.6,Uttar Pradesh,615,510,575,0.943272157866555,385,452,-1,-1,-1,-1,-1,0.99,0.5454,0.1637,-1.2486,-0.6692,21,21,9
110000,technical engineer,Lucknow,m,83.0,cbse,73.0,cbse,2,B.Tech/B.E.,CS,67.25,Uttar Pradesh,525,505,585,0.842248322257836,495,-1,469,-1,-1,-1,-1,-0.159,0.0459,0.01,1.794,-0.6692,21,21,1
420000,application developer,Bangalore,f,85.0,cbse,95.0,state,2,B.Tech/B.E.,CS,77.5,Telangana,575,635,565,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.3555,0.6568,0.3817,-0.6428,0.4234,21,21,11
120000,software trainee,Bangalore ,m,79.0,state board,62.5,state,2,MCA,CS,75.83,Karnataka,490,410,535,0.486747008438193,445,-1,376,-1,-1,-1,-1,-0.4463,-0.2871,-0.6048,0.653,-1.4356,18,18,1
170000,quality assurance engineer,-1,m,70.1,"bseb,patna",52.0,state,2,B.Tech/B.E.,other,58.59,Maharashtra,405,410,355,0.607034038145014,295,-1,-1,409,-1,-1,-1,-0.7264,0.0328,-0.3803,1.8249,0.0284,16,16,1
325000,systems engineer,Bangalore,f,88.25,state board,79.57,state,2,B.Tech/B.E.,EC,87.7,West Bengal,465,495,450,0.493596387301038,385,324,-1,-1,-1,-1,-1,1.4208,0.3789,1.0859,-1.3753,0.8637,20,20,9
300000,entry level sales and marketing,Hyderabad,m,84.0,state board,88.0,state,2,B.Tech/B.E.,EC,72.5,Telangana,580,565,545,0.423951396376433,325,-1,315,-1,388,-1,-1,0.1282,0.3789,1.3933,-0.7415,0.8637,22,22,9
340000,application developer,Bangalore,f,94.8,icse,93.0,icse,2,B.Tech/B.E.,CS,74.3,Uttar Pradesh,650,555,500,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.6048,1.5404,0.2889,21,21,9
390000,software engineer,Pune,m,77.4,cbse,78.8,cbse,2,B.Tech/B.E.,EC,74.0,Uttar Pradesh,675,655,615,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.2628,-0.2793,-1.2148,-0.5253,-1.5513,20,20,11
300000,test engineer,Navi Mumbai,f,66.66,hsc,61.0,state,2,B.Tech/B.E.,CS,57.83,Maharashtra,325,485,375,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.0537,-1.3478,0.5024,18,18,2
90000,system engineer,Noida,f,81.03,state board,70.0,cbse,2,B.Tech/B.E.,CS,72.0,Haryana,510,535,620,0.622642915849938,555,-1,407,-1,-1,-1,-1,-0.7335,0.5454,0.3174,-1.6289,0.0973,21,21,1
395000,system engineer,-1,m,73.0,state board,85.4,state,2,B.Tech/B.E.,EC,76.92,Uttar Pradesh,545,555,735,0.991397583740291,475,516,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.0192,-1.6273,21,21,10
150000,design engineer,Pune,m,44.0,central board of secondary education,74.0,state,2,B.Tech/B.E.,EC,64.0,Maharashtra,475,375,405,0.824666400671332,-1,400,-1,-1,-1,286,-1,-0.51,0.0328,0.6984,-0.5644,0.6603,19,19,1
100000,software developer,Bhubaneshwar,m,45.6,bse,73.6,state,2,MCA,CS,85.2,Orissa,365,385,454,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.6646,0.3448,-1.0697,0.2973,-0.9194,17,17,1
525000,business analyst,Noida,m,92.0,cbse,82.4,cbse,2,B.Tech/B.E.,CE,78.5,Jharkhand,615,630,765,0.255778193719394,505,-1,-1,-1,-1,-1,292,-0.159,0.8784,0.1637,-0.3612,-0.0943,22,22,9
720000,data analyst,Gurgaon,m,87.8,icse,74.4,cbse,1,B.Tech/B.E.,CE,74.7,Punjab,545,545,590,0.962217010630124,-1,-1,-1,-1,-1,-1,500,-1.1644,0.3789,0.3174,1.1601,-0.2859,21,21,9
200000,engineer,New Delhi,m,69.0,cbse,65.8,cbse,2,B.Tech/B.E.,ME,81.0,Uttar Pradesh,520,555,605,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.159,0.3789,1.7007,-0.3612,1.0554,22,22,1
310000,programmer analyst,Pune,m,72.6,state board,73.0,state,2,B.Tech/B.E.,EC,69.84,Maharashtra,370,520,475,0.622642915849938,395,-1,-1,-1,-1,-1,-1,1.5644,1.7109,1.7007,-0.995,-0.8608,21,21,8
445000,account executive,Thane,m,79.86,sss pune,78.16,state,2,B.Tech/B.E.,EC,58.26,Maharashtra,455,445,455,0.229481754911755,-1,266,-1,-1,-1,260,-1,-2.1175,-1.6833,1.1074,1.0024,-0.2875,19,19,12
120000,process associate,-1,m,84.67,state board,74.92,state,2,B.Tech/B.E.,CS,64.21,Rajasthan,490,520,465,0.842248322257836,-1,-1,469,-1,-1,-1,-1,1.5644,1.7109,-0.9122,-1.8824,0.6721,22,22,8
385000,software engineer,-1,m,85.6,cbse,77.0,cbse,2,B.Tech/B.E.,CS,72.0,Uttar Pradesh,515,445,425,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-0.598,-0.2902,-0.1295,21,21,10
300000,software engineer,Thiruvananthapuram,f,90.0,cbse,79.4,cbse,2,B.Tech/B.E.,CS,83.02,Punjab,545,585,425,0.991230625262871,475,-1,592,-1,-1,-1,-1,0.7027,0.7119,1.547,-0.6147,1.0554,22,22,1
2600000,application developer,-1,m,86.6,cbse,69.6,cbse,2,B.Tech/B.E.,CS,72.0,Rajasthan,675,525,525,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.3555,0.9688,0.0914,-0.8778,-0.7615,19,19,2
385000,programmer analyst,Coimbatore,f,89.0,cbse,94.16,cbse,2,B.Tech/B.E.,CS,89.2,Tamil Nadu,425,515,655,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.0464,1.3198,-0.4891,-1.11277,-0.2875,21,21,11
240000,electrical field engineer,New Delhi,m,48.0,state board,51.4,state,1,B.Tech/B.E.,EC,77.0,Delhi,395,410,430,0.875503907349337,-1,324,-1,-1,516,-1,-1,-0.5236,-1.1196,0.1637,0.0192,-1.0872,20,20,0
260000,java developer,Noida,m,53.3,state board,68.4,state,2,B.Tech/B.E.,CS,70.82,Uttar Pradesh,325,400,680,0.23780283983757,445,-1,315,-1,-1,-1,-1,-1.0208,0.0459,-0.1437,1.4136,0.2889,20,20,10
460000,system engineer,Pune,m,86.0,karnataka education board (keeb),84.0,state,2,B.Tech/B.E.,EC,81.0,Karnataka,415,475,535,0.229481754911755,-1,266,-1,-1,-1,-1,-1,1.1283,1.5928,1.3977,1.0024,-1.1169,20,20,3
500000,application engineer,New Delhi,m,71.66,kerala,75.2,state,2,B.Tech/B.E.,EC,69.3,Kerala,475,335,375,0.0233121682429863,-1,166,-1,-1,-1,-1,200,-0.9653,-1.8393,-0.344,-0.365,-1.425,18,18,12
120000,network engineer,New Delhi,m,68.8,upboard,63.6,state,2,B.Tech/B.E.,EC,68.2,Uttar Pradesh,315,515,565,0.694479327708463,-1,366,-1,-1,-1,313,-1,1.4374,0.3448,0.0914,-0.0552,0.5024,19,19,1
150000,software developer,Bangalore,m,64.0,up board,65.0,state,2,B.Tech/B.E.,CS,65.0,Rajasthan,395,324,415,0.447147892178094,394,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.8128,0.9623,1.5899,1.1343,19,19,2
310000,software engineer,Gandhi Nagar,m,78.15,state board,76.8,state,2,B.Tech/B.E.,EC,68.0,Gujarat,525,470,595,0.991397583740291,-1,516,469,-1,-1,-1,-1,-1.5953,-0.2871,0.7785,0.5262,0.6721,22,22,0
450000,systems engineer,Hyderabad,f,90.0,state board of secondary education( ssc),97.1,state,2,B.Tech/B.E.,CS,72.6,Andhra Pradesh,635,555,655,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.3447,1.4368,-0.4891,-0.6428,0.6603,20,20,12
715000,systems engineer,Ahmedabad,m,83.43,gsheb,73.4,state,2,B.Tech/B.E.,CS,76.99,Gujarat,565,615,515,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.4992,-1.3713,-2.3759,1.1199,-0.6035,19,19,12
200000,windows systems administrator,Gurgaon,f,70.0,cbse,65.0,cbse,2,B.Tech/B.E.,CS,74.0,Punjab,485,485,445,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.9737,1.1248,-1.2148,-1.4066,-1.0774,20,20,2
325000,software developer,Hyderabad,m,86.9,state board,94.9,state,2,B.Tech/B.E.,other,68.0,Telangana,450,535,605,0.622642915849938,315,-1,315,-1,-1,-1,-1,1.4208,1.0449,1.2396,-1.5021,0.0973,23,23,9
400000,software engineer,Noida,m,85.6,cbse,86.0,cbse,1,B.Tech/B.E.,CS,69.0,Delhi,660,585,665,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,0.4711,-1.1218,-2.0105,21,21,10
300000,software engineer,Bangalore,m,73.4,state board,81.0,state,2,MCA,CS,77.5,Karnataka,440,455,450,0.979521744319216,625,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.4511,-1.1218,-0.6692,20,20,9
300000,systems engineer,Chennai,f,90.8,cbse,77.0,cbse,1,B.Tech/B.E.,CS,77.0,Delhi,520,630,680,0.23780283983757,425,-1,315,-1,-1,-1,-1,-1.0208,0.8784,1.2396,-0.1076,1.6302,22,22,8
430000,assistant manager,New Delhi,m,73.33,up(allahabad),70.2,state,2,B.Tech/B.E.,ME,61.73,Uttar Pradesh,375,675,505,0.607034038145014,-1,-1,-1,409,-1,-1,-1,-0.1082,-0.9033,0.672,0.29733,-0.168999999999999,20,20,9
120000,software developer,Gurgaon,m,69.0,state board,70.0,state,2,MCA,CS,76.0,Uttar Pradesh,580,655,570,0.953899775079926,445,-1,530,-1,-1,-1,-1,0.99,0.2124,-0.1437,-0.8682,1.0554,20,20,0
515000,associate engineer,Hyderabad,m,84.8,cbse,87.4,cbse,2,B.Tech/B.E.,EC,76.6,Haryana,555,510,650,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.4463,-0.2871,0.9322,-0.6147,-0.6692,22,22,10
400000,senior software engineer,Mumbai,f,80.0,state board,74.0,state,2,B.Tech/B.E.,EC,72.0,Maharashtra,325,565,605,0.824666400671332,-1,400,-1,-1,-1,366,-1,0.8192,-0.9033,0.0914,-0.2902,-1.5513,20,20,11
235000,application developer,Hyderabad,f,64.0,state board,76.0,state,2,MCA,CS,81.0,Telangana,430,470,475,0.23780283983757,445,-1,315,-1,-1,-1,-1,0.8463,-0.7866,1.0859,0.5262,-0.2859,20,20,11
120000,trainee engineer,Aurangabad,m,78.0,nagpur,64.0,state,2,B.Tech/B.E.,ME,58.0,Maharashtra,405,510,470,0.414337426422751,-1,-1,-1,366,-1,-1,-1,0.3941,0.1888,0.3817,1.0611,0.1864,20,20,0
55000,designer,-1,m,75.06,state board,63.4,state,2,B.Tech/B.E.,CS,68.41,Madhya Pradesh,285,425,165,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.1282,0.0459,-0.1437,0.9066,0.2889,21,21,0
120000,junior software developer,Hyderabad,f,63.0,cbse,64.0,state,2,B.Tech/B.E.,CS,72.32,Telangana,290,370,270,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-3.1752,-5.1156,-3.0639,-0.7415,-5.2679,21,21,1
100000,asp.net developer,Hyderabad,m,86.66,board of secondary education,93.0,state,2,B.Tech/B.E.,EC,79.16,Telangana,355,305,485,0.376059586651545,305,300,-1,-1,-1,340,-1,1.1283,0.1888,-0.6343,1.1199,0.4234,21,21,9
325000,systems engineer,Bangalore,m,82.0,icse,82.0,icse,2,B.Tech/B.E.,CS,67.0,Karnataka,660,610,705,0.911395278391328,565,-1,500,-1,-1,-1,-1,0.7027,0.3789,-0.1437,-0.1076,0.6721,20,20,1
100000,oracle dba,chennai,m,70.9,don bosco maatriculation school,66.6,state,2,B.Tech/B.E.,EC,65.0,Tamil Nadu,395,325,335,0.910770164246022,245,433,-1,-1,-1,233,-1,1.4374,0.1888,0.2366,-0.0552,-0.168999999999999,21,21,2
400000,embedded software engineer,Belgaum,f,91.8,cbse,87.66,cbse,2,B.Tech/B.E.,EC,79.8,Karnataka,625,515,565,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.6343,-0.0552,-1.8673,19,19,2
250000,design engineer,New Delhi,m,77.0,cbse,52.0,cbse,2,B.Tech/B.E.,ME,60.0,Uttar Pradesh,565,425,525,0.840840968763718,-1,-1,-1,473,-1,-1,-1,-0.4173,-0.5913,0.0914,-0.9953,-0.6035,16,16,2
220000,python developer,-1,m,64.4,cbse,68.0,cbse,2,MCA,CS,78.16,Uttar Pradesh,555,645,455,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.4155,0.8027,0.4711,-0.2344,0.0973,20,20,0
345000,programmer analyst,Pune,m,72.8,cbse,65.4,cbse,2,B.Tech/B.E.,CS,70.59,Madhya Pradesh,425,515,475,0.744758354008939,525,-1,438,-1,-1,-1,-1,-1.6538,-0.2012,-0.2714,1.2374,-1.0774,21,21,1
340000,web application developer,Bangalore,m,74.0,state board,78.0,state,2,B.Tech/B.E.,EC,73.72,Madhya Pradesh,405,470,585,0.783303536670298,505,388,-1,-1,-1,-1,-1,0.5591,0.0459,0.6248,0.5262,1.6302,21,21,1
250000,software engineer,Bangalore,m,81.12,karnataka state secondary education board,55.0,state,2,B.Tech/B.E.,CS,65.87,Karnataka,425,405,325,0.488347976782714,405,266,-1,-1,-1,-1,-1,-1.1901,-0.7473,0.3817,0.2973,-0.1295,20,20,1
375000,assistant systems engineer,Kolkata,m,77.8,cbse,76.6,cbse,2,B.Tech/B.E.,CS,84.0,Orissa,500,495,680,0.991230625262871,555,-1,592,-1,-1,-1,-1,0.1282,1.0449,0.9322,-0.995,-0.0943,21,21,10
105000,javascript developer,Noida,m,67.5,cbse,69.4,cbse,2,B.Tech/B.E.,CS,73.8,Uttar Pradesh,465,425,635,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.51,0.9688,0.9623,-0.6428,0.8973,21,21,1
200000,business process analyst,gurgoan,m,82.8,cbse,77.2,cbse,2,B.Tech/B.E.,EC,71.51,Delhi,430,650,605,0.298769128563994,445,-1,-1,-1,356,-1,-1,-1.0208,-0.6201,0.1637,1.0333,1.0554,22,22,0
300000,project engineer,Hyderabad,m,78.2,state board,84.5,icse,2,B.Tech/B.E.,other,72.3,Uttar Pradesh,650,580,545,0.622642915849938,435,-1,-1,-1,-1,-1,-1,-0.159,0.3789,-1.0659,-0.8682,-0.0943,22,22,2
350000,project engineer,Bangalore,m,71.06,maharashtra state board,68.67,state,2,B.Tech/B.E.,CS,66.4,Maharashtra,555,435,430,0.450876584483451,395,-1,-1,-1,-1,-1,-1,1.2772,1.2114,1.547,-0.8682,0.4805,18,18,11
100000,php developer,Dehradun,m,72.0,state board,68.0,state,2,B.Tech/B.E.,CS,80.0,Uttarakhand,370,415,470,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.59199999999999,1.0858,-0.0537,-0.4078,0.0284,22,22,1
180000,operation executive,Noida,m,66.0,icse,69.0,icse,2,B.Tech/B.E.,CS,63.0,Uttar Pradesh,735,464,535,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-1.6538,-0.3183,-0.1626,0.6498,-1.2354,19,19,3
340000,software developer,Hyderabad,m,71.0,up board,58.0,state,2,B.Tech/B.E.,CS,71.0,Uttar Pradesh,545,295,375,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,0.5269,-1.1128,-0.2875,23,23,10
495000,systems engineer,Bangalore,m,82.5,rbse,83.6,cbse,1,B.Tech/B.E.,CS,77.0,Rajasthan,575,625,615,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.7208,0.3731,0.0914,-1.9033,0.0916,16,16,3
90000,software developer,Hyderabad,m,71.28,icse,68.66,icse,2,B.Tech/B.E.,CS,72.0,Haryana,450,375,355,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,-0.6048,-0.7415,0.4805,21,21,0
500000,software engineer,-1,f,85.0,ssc,93.0,state,2,B.Tech/B.E.,CS,76.12,Telangana,545,465,685,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.0464,0.3448,0.5269,-1.1128,0.4234,20,20,11
190000,telecom engineer,New Delhi,m,65.0,state board,64.0,state,2,B.Tech/B.E.,EC,72.14,Uttar Pradesh,500,500,370,0.655766942617211,-1,-1,-1,-1,-1,366,-1,1.5644,0.5454,0.1637,-1.6289,1.0554,20,20,1
120000,technical support engineer,Noida,f,69.6,state board,68.0,state,2,B.Tech/B.E.,EC,70.29,Punjab,395,505,525,0.783303536670298,455,388,-1,-1,-1,-1,-1,0.1282,-0.4536,0.1637,0.3995,-0.4776,23,23,8
240000,software developer,New Delhi,m,68.0,cbse,68.0,cbse,1,B.Tech/B.E.,CS,58.0,Haryana,395,545,560,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.4463,0.2124,-0.9122,-1.2486,-2.5853,20,20,11
